"","Event_Index","UTC_Timestamp","UTC_Date","Local_Timestamp","Local_Timezone","Local_Date","Experiment_ID","Experiment_Version","Tree_Node_Key","Repeat_Key","Schedule_ID","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","Checkpoint","Task_Name","Task_Version","Randomise_questionnaire_elements?","Question_Key","Response","id"
"2120","6","1656700051877","01/07/2022 18:27:31","1656700051747","1","01/07/2022 19:27:31","90346","5","questionnaire-e3lq",NA,"22907752","eyf8awh6","6716178",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_attractiveness-2","2","eyf8awh6"
"2121","7","1656700051877","01/07/2022 18:27:31","1656700051747","1","01/07/2022 19:27:31","90346","5","questionnaire-e3lq",NA,"22907752","eyf8awh6","6716178",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_attractiveness-2-quantised","2","eyf8awh6"
"2122","8","1656700051877","01/07/2022 18:27:31","1656700051747","1","01/07/2022 19:27:31","90346","5","questionnaire-e3lq",NA,"22907752","eyf8awh6","6716178",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_art_knowledge-2","3","eyf8awh6"
"2123","9","1656700051877","01/07/2022 18:27:31","1656700051747","1","01/07/2022 19:27:31","90346","5","questionnaire-e3lq",NA,"22907752","eyf8awh6","6716178",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_art_knowledge-2-quantised","3","eyf8awh6"
"2124","10","1656700051877","01/07/2022 18:27:31","1656700051747","1","01/07/2022 19:27:31","90346","5","questionnaire-e3lq",NA,"22907752","eyf8awh6","6716178",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_competent-2","4","eyf8awh6"
"2125","11","1656700051877","01/07/2022 18:27:31","1656700051747","1","01/07/2022 19:27:31","90346","5","questionnaire-e3lq",NA,"22907752","eyf8awh6","6716178",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_competent-2-quantised","4","eyf8awh6"
"2126","12","1656700051877","01/07/2022 18:27:31","1656700051748","1","01/07/2022 19:27:31","90346","5","questionnaire-e3lq",NA,"22907752","eyf8awh6","6716178",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_rational-2","6","eyf8awh6"
"2127","13","1656700051877","01/07/2022 18:27:31","1656700051748","1","01/07/2022 19:27:31","90346","5","questionnaire-e3lq",NA,"22907752","eyf8awh6","6716178",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_rational-2-quantised","6","eyf8awh6"
"2128","14","1656700051877","01/07/2022 18:27:31","1656700051748","1","01/07/2022 19:27:31","90346","5","questionnaire-e3lq",NA,"22907752","eyf8awh6","6716178",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","END QUESTIONNAIRE","19765","eyf8awh6"
"2129","1","1657018065022","05/07/2022 10:47:45","1657018064910","1","05/07/2022 11:47:44","90346","5","questionnaire-e3lq",NA,"22946751","8a4rmozk","6726904",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","BEGIN QUESTIONNAIRE",NA,"8a4rmozk"
"2130","2","1657018079970","05/07/2022 10:47:59","1657018079718","1","05/07/2022 11:47:59","90346","5","questionnaire-e3lq",NA,"22946751","8a4rmozk","6726904",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_friendly-2","5","8a4rmozk"
"2131","3","1657018080156","05/07/2022 10:48:00","1657018079719","1","05/07/2022 11:47:59","90346","5","questionnaire-e3lq",NA,"22946751","8a4rmozk","6726904",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_friendly-2-quantised","5","8a4rmozk"
"2132","4","1657018080156","05/07/2022 10:48:00","1657018079720","1","05/07/2022 11:47:59","90346","5","questionnaire-e3lq",NA,"22946751","8a4rmozk","6726904",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_similarity-2","3","8a4rmozk"
"2133","5","1657018080156","05/07/2022 10:48:00","1657018079720","1","05/07/2022 11:47:59","90346","5","questionnaire-e3lq",NA,"22946751","8a4rmozk","6726904",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_similarity-2-quantised","3","8a4rmozk"
"2134","6","1657018080156","05/07/2022 10:48:00","1657018079720","1","05/07/2022 11:47:59","90346","5","questionnaire-e3lq",NA,"22946751","8a4rmozk","6726904",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_attractiveness-2","4","8a4rmozk"
"2135","7","1657018080156","05/07/2022 10:48:00","1657018079720","1","05/07/2022 11:47:59","90346","5","questionnaire-e3lq",NA,"22946751","8a4rmozk","6726904",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_attractiveness-2-quantised","4","8a4rmozk"
"2136","8","1657018080156","05/07/2022 10:48:00","1657018079720","1","05/07/2022 11:47:59","90346","5","questionnaire-e3lq",NA,"22946751","8a4rmozk","6726904",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_art_knowledge-2","4","8a4rmozk"
"2137","9","1657018080156","05/07/2022 10:48:00","1657018079720","1","05/07/2022 11:47:59","90346","5","questionnaire-e3lq",NA,"22946751","8a4rmozk","6726904",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_art_knowledge-2-quantised","4","8a4rmozk"
"2138","10","1657018080156","05/07/2022 10:48:00","1657018079720","1","05/07/2022 11:47:59","90346","5","questionnaire-e3lq",NA,"22946751","8a4rmozk","6726904",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_competent-2","5","8a4rmozk"
"2139","11","1657018080156","05/07/2022 10:48:00","1657018079720","1","05/07/2022 11:47:59","90346","5","questionnaire-e3lq",NA,"22946751","8a4rmozk","6726904",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_competent-2-quantised","5","8a4rmozk"
"2140","12","1657018080156","05/07/2022 10:48:00","1657018079720","1","05/07/2022 11:47:59","90346","5","questionnaire-e3lq",NA,"22946751","8a4rmozk","6726904",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_rational-2","5","8a4rmozk"
"2141","13","1657018080156","05/07/2022 10:48:00","1657018079720","1","05/07/2022 11:47:59","90346","5","questionnaire-e3lq",NA,"22946751","8a4rmozk","6726904",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_rational-2-quantised","5","8a4rmozk"
"2142","14","1657018080156","05/07/2022 10:48:00","1657018079720","1","05/07/2022 11:47:59","90346","5","questionnaire-e3lq",NA,"22946751","8a4rmozk","6726904",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","END QUESTIONNAIRE","14810","8a4rmozk"
"2143","1","1657022586001","05/07/2022 12:03:06","1657022585908","1","05/07/2022 13:03:05","90346","5","questionnaire-e3lq",NA,"22948098","ske1wdwv","6727373",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","BEGIN QUESTIONNAIRE",NA,"ske1wdwv"
"2144","2","1657022600889","05/07/2022 12:03:20","1657022600834","1","05/07/2022 13:03:20","90346","5","questionnaire-e3lq",NA,"22948098","ske1wdwv","6727373",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_friendly-2","6","ske1wdwv"
"2145","3","1657022600937","05/07/2022 12:03:20","1657022600836","1","05/07/2022 13:03:20","90346","5","questionnaire-e3lq",NA,"22948098","ske1wdwv","6727373",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_friendly-2-quantised","6","ske1wdwv"
"2146","4","1657022600937","05/07/2022 12:03:20","1657022600836","1","05/07/2022 13:03:20","90346","5","questionnaire-e3lq",NA,"22948098","ske1wdwv","6727373",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_similarity-2","5","ske1wdwv"
"2147","5","1657022600937","05/07/2022 12:03:20","1657022600836","1","05/07/2022 13:03:20","90346","5","questionnaire-e3lq",NA,"22948098","ske1wdwv","6727373",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_similarity-2-quantised","5","ske1wdwv"
"2148","6","1657022600937","05/07/2022 12:03:20","1657022600836","1","05/07/2022 13:03:20","90346","5","questionnaire-e3lq",NA,"22948098","ske1wdwv","6727373",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_attractiveness-2","5","ske1wdwv"
"2149","7","1657022600937","05/07/2022 12:03:20","1657022600836","1","05/07/2022 13:03:20","90346","5","questionnaire-e3lq",NA,"22948098","ske1wdwv","6727373",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_attractiveness-2-quantised","5","ske1wdwv"
"2150","8","1657022600937","05/07/2022 12:03:20","1657022600836","1","05/07/2022 13:03:20","90346","5","questionnaire-e3lq",NA,"22948098","ske1wdwv","6727373",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_art_knowledge-2","5","ske1wdwv"
"2151","9","1657022600937","05/07/2022 12:03:20","1657022600836","1","05/07/2022 13:03:20","90346","5","questionnaire-e3lq",NA,"22948098","ske1wdwv","6727373",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_art_knowledge-2-quantised","5","ske1wdwv"
"2152","10","1657022600937","05/07/2022 12:03:20","1657022600836","1","05/07/2022 13:03:20","90346","5","questionnaire-e3lq",NA,"22948098","ske1wdwv","6727373",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_competent-2","5","ske1wdwv"
"2153","11","1657022600937","05/07/2022 12:03:20","1657022600836","1","05/07/2022 13:03:20","90346","5","questionnaire-e3lq",NA,"22948098","ske1wdwv","6727373",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_competent-2-quantised","5","ske1wdwv"
"2154","12","1657022600937","05/07/2022 12:03:20","1657022600837","1","05/07/2022 13:03:20","90346","5","questionnaire-e3lq",NA,"22948098","ske1wdwv","6727373",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_rational-2","5","ske1wdwv"
"2155","13","1657022600937","05/07/2022 12:03:20","1657022600837","1","05/07/2022 13:03:20","90346","5","questionnaire-e3lq",NA,"22948098","ske1wdwv","6727373",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_rational-2-quantised","5","ske1wdwv"
"2156","14","1657022600937","05/07/2022 12:03:20","1657022600837","1","05/07/2022 13:03:20","90346","5","questionnaire-e3lq",NA,"22948098","ske1wdwv","6727373",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","END QUESTIONNAIRE","14929","ske1wdwv"
"2157","1","1657026879477","05/07/2022 13:14:39","1657026879372","1","05/07/2022 14:14:39","90346","5","questionnaire-e3lq",NA,"22949865","wkig7g26","6727740",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","BEGIN QUESTIONNAIRE",NA,"wkig7g26"
"2158","2","1657026897695","05/07/2022 13:14:57","1657026897641","1","05/07/2022 14:14:57","90346","5","questionnaire-e3lq",NA,"22949865","wkig7g26","6727740",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_friendly-2","3","wkig7g26"
"2159","3","1657026897751","05/07/2022 13:14:57","1657026897642","1","05/07/2022 14:14:57","90346","5","questionnaire-e3lq",NA,"22949865","wkig7g26","6727740",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_friendly-2-quantised","3","wkig7g26"
"2160","4","1657026897751","05/07/2022 13:14:57","1657026897642","1","05/07/2022 14:14:57","90346","5","questionnaire-e3lq",NA,"22949865","wkig7g26","6727740",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_similarity-2","2","wkig7g26"
"2161","5","1657026897751","05/07/2022 13:14:57","1657026897642","1","05/07/2022 14:14:57","90346","5","questionnaire-e3lq",NA,"22949865","wkig7g26","6727740",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_similarity-2-quantised","2","wkig7g26"
"2162","6","1657026897751","05/07/2022 13:14:57","1657026897642","1","05/07/2022 14:14:57","90346","5","questionnaire-e3lq",NA,"22949865","wkig7g26","6727740",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_attractiveness-2","3","wkig7g26"
"2163","7","1657026897751","05/07/2022 13:14:57","1657026897643","1","05/07/2022 14:14:57","90346","5","questionnaire-e3lq",NA,"22949865","wkig7g26","6727740",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_attractiveness-2-quantised","3","wkig7g26"
"2164","8","1657026897751","05/07/2022 13:14:57","1657026897643","1","05/07/2022 14:14:57","90346","5","questionnaire-e3lq",NA,"22949865","wkig7g26","6727740",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_art_knowledge-2","3","wkig7g26"
"2165","9","1657026897751","05/07/2022 13:14:57","1657026897643","1","05/07/2022 14:14:57","90346","5","questionnaire-e3lq",NA,"22949865","wkig7g26","6727740",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_art_knowledge-2-quantised","3","wkig7g26"
"2166","10","1657026897751","05/07/2022 13:14:57","1657026897643","1","05/07/2022 14:14:57","90346","5","questionnaire-e3lq",NA,"22949865","wkig7g26","6727740",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_competent-2","3","wkig7g26"
"2167","11","1657026897751","05/07/2022 13:14:57","1657026897643","1","05/07/2022 14:14:57","90346","5","questionnaire-e3lq",NA,"22949865","wkig7g26","6727740",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_competent-2-quantised","3","wkig7g26"
"2168","12","1657026897751","05/07/2022 13:14:57","1657026897643","1","05/07/2022 14:14:57","90346","5","questionnaire-e3lq",NA,"22949865","wkig7g26","6727740",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_rational-2","3","wkig7g26"
"2169","13","1657026897751","05/07/2022 13:14:57","1657026897643","1","05/07/2022 14:14:57","90346","5","questionnaire-e3lq",NA,"22949865","wkig7g26","6727740",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_rational-2-quantised","3","wkig7g26"
"2170","14","1657026897751","05/07/2022 13:14:57","1657026897643","1","05/07/2022 14:14:57","90346","5","questionnaire-e3lq",NA,"22949865","wkig7g26","6727740",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","END QUESTIONNAIRE","18271","wkig7g26"
"2171","1","1657031769279","05/07/2022 14:36:09","1657031769194","1","05/07/2022 15:36:09","90346","5","questionnaire-e3lq",NA,"22951524","x886pg16","6728246",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","BEGIN QUESTIONNAIRE",NA,"x886pg16"
"2172","2","1657031782248","05/07/2022 14:36:22","1657031782196","1","05/07/2022 15:36:22","90346","5","questionnaire-e3lq",NA,"22951524","x886pg16","6728246",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_friendly-2","4","x886pg16"
"2173","3","1657031782295","05/07/2022 14:36:22","1657031782197","1","05/07/2022 15:36:22","90346","5","questionnaire-e3lq",NA,"22951524","x886pg16","6728246",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_friendly-2-quantised","4","x886pg16"
